red_deer.n.01	placental.n.01
jackal.n.01	jackal.n.01
meadow_jumping_mouse.n.01	mammal.n.01
reynard.n.01	carnivore.n.01
pichiciago.n.01	placental.n.01
workhorse.n.02	workhorse.n.02
norwich_terrier.n.01	norwich_terrier.n.01
jungle_cat.n.01	wildcat.n.03
least_shrew.n.01	mammal.n.01
plott_hound.n.01	mammal.n.01
jerboa_rat.n.01	rodent.n.01
lemming.n.01	placental.n.01
harnessed_antelope.n.01	mammal.n.01
african_hunting_dog.n.01	mammal.n.01
polo_pony.n.01	horse.n.01
toy_spaniel.n.01	canine.n.02
collared_peccary.n.01	peccary.n.01
clydesdale.n.01	workhorse.n.02
suricate.n.01	mammal.n.01
bloodhound.n.01	mammal.n.01
packhorse.n.01	horse.n.01
male_horse.n.01	horse.n.01
baboon.n.01	baboon.n.01
brown_rat.n.01	rat.n.01
platypus.n.01	prototherian.n.01
plains_pocket_gopher.n.01	rodent.n.01
leveret.n.01	leveret.n.01
reynard.n.01	placental.n.01
antelope_squirrel.n.01	placental.n.01
ocelot.n.01	wildcat.n.03
australopithecus_boisei.n.01	primate.n.02
bezoar_goat.n.01	wild_goat.n.01
hog-nosed_skunk.n.01	musteline_mammal.n.01
great_ape.n.01	great_ape.n.01
virginia_deer.n.01	ruminant.n.01
pollard.n.02	ungulate.n.01
merino.n.01	placental.n.01
steller's_sea_cow.n.01	steller's_sea_cow.n.01
working_dog.n.01	working_dog.n.01
homo_habilis.n.01	mammal.n.01
addax.n.01	mammal.n.01
brown_hyena.n.01	canine.n.02
wether.n.01	bovid.n.01
serval.n.01	serval.n.01
airedale.n.01	mammal.n.01
cheetah.n.01	big_cat.n.01
antelope_squirrel.n.01	rodent.n.01
skye_terrier.n.01	hunting_dog.n.01
groenendael.n.01	shepherd_dog.n.01
dugong.n.01	dugong.n.01
baleen_whale.n.01	baleen_whale.n.01
burro.n.01	mammal.n.01
malayan_tapir.n.01	placental.n.01
bobcat.n.01	cat.n.01
citation.n.06	mammal.n.01
irish_setter.n.01	mammal.n.01
tiglon.n.01	tiglon.n.01
japanese_deer.n.01	japanese_deer.n.01
gee-gee.n.01	equine.n.01
devon.n.02	ungulate.n.01
smiledon_californicus.n.01	big_cat.n.01
harrier.n.02	hunting_dog.n.01
american_shrew_mole.n.01	shrew_mole.n.01
wolf.n.01	wolf.n.01
mesohippus.n.01	mesohippus.n.01
yellowbelly_marmot.n.01	yellowbelly_marmot.n.01
guide_dog.n.01	guide_dog.n.01
farm_horse.n.01	farm_horse.n.01
samoyed.n.03	placental.n.01
galloway.n.02	placental.n.01
vixen.n.02	placental.n.01
water_dog.n.02	mammal.n.01
rhinoceros.n.01	placental.n.01
old_world_beaver.n.01	beaver.n.07
cur.n.01	carnivore.n.01
brush-tailed_phalanger.n.01	metatherian.n.01
attack_dog.n.01	working_dog.n.01
jerboa_kangaroo.n.01	rat_kangaroo.n.01
dusky-footed_woodrat.n.01	placental.n.01
hack.n.08	odd-toed_ungulate.n.01
boskop_man.n.01	homo.n.02
new_world_least_weasel.n.01	weasel.n.02
polar_hare.n.01	mammal.n.01
megatherian.n.01	mammal.n.01
homo_habilis.n.01	homo.n.02
canine.n.02	placental.n.01
eastern_chipmunk.n.01	mammal.n.01
western_pipistrel.n.01	bat.n.01
draft_horse.n.01	horse.n.01
gelding.n.01	placental.n.01
homo_sapiens_sapiens.n.01	placental.n.01
beaked_whale.n.01	whale.n.02
lesser_ape.n.01	lesser_ape.n.01
standard_schnauzer.n.01	dog.n.01
spearnose_bat.n.01	spearnose_bat.n.01
american_saddle_horse.n.01	saddle_horse.n.01
caribou.n.01	deer.n.01
grison.n.01	placental.n.01
stirk.n.01	mammal.n.01
ass.n.03	equine.n.01
red_fox.n.03	mammal.n.01
hare_wallaby.n.01	marsupial.n.01
protohippus.n.01	protohippus.n.01
finback.n.01	whale.n.02
ant_bear.n.01	ant_bear.n.01
phalanger.n.01	phalanger.n.01
appaloosa.n.01	appaloosa.n.01
prototherian.n.01	prototherian.n.01
peking_man.n.01	primate.n.02
longhorn.n.01	cattle.n.01
porpoise.n.01	aquatic_mammal.n.01
capybara.n.01	placental.n.01
big_cat.n.01	placental.n.01
thomson's_gazelle.n.01	mammal.n.01
fanaloka.n.01	placental.n.01
caracal.n.01	mammal.n.01
tamarisk_gerbil.n.01	placental.n.01
pine_vole.n.01	rodent.n.01
beaked_whale.n.01	aquatic_mammal.n.01
columbian_mammoth.n.01	placental.n.01
przewalski's_horse.n.01	wild_horse.n.01
boar.n.02	placental.n.01
mexican_hairless.n.01	carnivore.n.01
porker.n.01	even-toed_ungulate.n.01
abyssinian.n.01	mammal.n.01
grampus.n.02	dolphin.n.02
siamang.n.01	mammal.n.01
springer_spaniel.n.01	placental.n.01
hinny.n.01	hinny.n.01
hind.n.02	deer.n.01
lapin.n.02	mammal.n.01
mountain_goat.n.01	mammal.n.01
pug.n.01	pug.n.01
coypu.n.01	coypu.n.01
flying_lemur.n.01	placental.n.01
bucking_bronco.n.01	mammal.n.01
curly-coated_retriever.n.01	dog.n.01
black-footed_ferret.n.01	black-footed_ferret.n.01
llama.n.01	placental.n.01
australopithecus_afarensis.n.01	mammal.n.01
pekinese.n.01	toy_dog.n.01
springbok.n.01	even-toed_ungulate.n.01
pole_horse.n.02	placental.n.01
abyssinian.n.01	domestic_cat.n.01
jackrabbit.n.01	mammal.n.01
stone_marten.n.01	carnivore.n.01
grampus.n.02	cetacean.n.01
fox_squirrel.n.01	tree_squirrel.n.01
new_world_monkey.n.01	primate.n.02
brown_lemming.n.01	rodent.n.01
kiang.n.01	equine.n.01
water_spaniel.n.01	dog.n.01
eared_seal.n.01	seal.n.09
draft_horse.n.01	placental.n.01
fur_seal.n.02	placental.n.01
rottweiler.n.01	mammal.n.01
sable.n.05	marten.n.01
clydesdale.n.01	equine.n.01
springbok.n.01	mammal.n.01
polar_hare.n.01	lagomorph.n.01
dolphin.n.02	placental.n.01
gerbil.n.01	mammal.n.01
american_black_bear.n.01	bear.n.01
santa_gertrudis.n.01	bovine.n.01
mountain_paca.n.01	mammal.n.01
kiang.n.01	kiang.n.01
wapiti.n.01	mammal.n.01
banteng.n.01	ruminant.n.01
hearing_dog.n.01	hearing_dog.n.01
malamute.n.01	malamute.n.01
asiatic_black_bear.n.01	carnivore.n.01
stalking-horse.n.04	ungulate.n.01
rambouillet.n.01	placental.n.01
silver_fox.n.01	placental.n.01
grison.n.01	musteline_mammal.n.01
asiatic_shrew_mole.n.01	shrew_mole.n.01
cashmere_goat.n.01	cashmere_goat.n.01
solo_man.n.01	solo_man.n.01
wood_rabbit.n.01	placental.n.01
snowshoe_hare.n.01	lagomorph.n.01
odd-toed_ungulate.n.01	ungulate.n.01
bandicoot_rat.n.01	rodent.n.01
pronghorn.n.01	mammal.n.01
muishond.n.01	carnivore.n.01
steller_sea_lion.n.01	pinniped_mammal.n.01
ox.n.02	placental.n.01
dog.n.01	placental.n.01
porker.n.01	mammal.n.01
labrador_retriever.n.01	labrador_retriever.n.01
house_mouse.n.01	rodent.n.01
sealyham_terrier.n.01	carnivore.n.01
dasyurid_marsupial.n.01	marsupial.n.01
german_shepherd.n.01	shepherd_dog.n.01
flat-coated_retriever.n.01	mammal.n.01
pony.n.02	equine.n.01
cayuse.n.01	pony.n.01
chihuahua.n.03	placental.n.01
waterbuck.n.01	ruminant.n.01
large_civet.n.01	viverrine.n.01
thomson's_gazelle.n.01	even-toed_ungulate.n.01
golden_mole.n.01	placental.n.01
bay.n.07	placental.n.01
greyhound.n.01	placental.n.01
cayuse.n.01	equine.n.01
swine.n.01	even-toed_ungulate.n.01
echidna.n.02	echidna.n.02
springer_spaniel.n.01	canine.n.02
java_man.n.01	hominid.n.01
dalmatian.n.02	mammal.n.01
common_zebra.n.01	zebra.n.01
saint_bernard.n.01	working_dog.n.01
gazelle.n.01	even-toed_ungulate.n.01
aoudad.n.01	wild_sheep.n.01
bearded_seal.n.01	pinniped_mammal.n.01
finback.n.01	cetacean.n.01
burmese_cat.n.01	feline.n.01
giant_schnauzer.n.01	placental.n.01
polecat.n.02	placental.n.01
mudder.n.01	ungulate.n.01
tasmanian_devil.n.01	marsupial.n.01
proconsul.n.03	placental.n.01
placental.n.01	placental.n.01
mountain_nyala.n.01	even-toed_ungulate.n.01
manul.n.01	feline.n.01
bullock.n.01	even-toed_ungulate.n.01
palm_cat.n.01	civet.n.01
pinto.n.01	horse.n.01
cattalo.n.01	placental.n.01
fossa.n.03	mammal.n.01
miniature_poodle.n.01	mammal.n.01
german_short-haired_pointer.n.01	hunting_dog.n.01
northern_pocket_gopher.n.01	rat.n.01
blackbuck.n.01	even-toed_ungulate.n.01
oryx.n.01	even-toed_ungulate.n.01
cow.n.01	bovine.n.01
plains_pocket_mouse.n.01	placental.n.01
tortoiseshell.n.03	tortoiseshell.n.03
bucking_bronco.n.01	placental.n.01
polecat.n.02	carnivore.n.01
tapir.n.01	placental.n.01
horse.n.01	placental.n.01
metatherian.n.01	mammal.n.01
liger.n.01	mammal.n.01
wolverine.n.03	musteline_mammal.n.01
monotreme.n.01	mammal.n.01
insectivore.n.01	mammal.n.01
camel.n.01	mammal.n.01
cotton_rat.n.01	placental.n.01
tibetan_terrier.n.01	terrier.n.01
arabian.n.02	odd-toed_ungulate.n.01
protohippus.n.01	horse.n.01
anthropoid_ape.n.01	primate.n.02
mammoth.n.01	mammoth.n.01
jaguar.n.01	placental.n.01
bottle-nosed_whale.n.01	whale.n.02
persian_cat.n.01	domestic_cat.n.01
mammoth.n.01	mammal.n.01
chimpanzee.n.01	great_ape.n.01
sand_cat.n.01	cat.n.01
affenpinscher.n.01	watchdog.n.02
tamarau.n.01	ungulate.n.01
arctic_fox.n.01	canine.n.02
guernsey.n.02	mammal.n.01
two-year-old_horse.n.01	placental.n.01
woolly_rhinoceros.n.01	rhinoceros.n.01
mudder.n.01	placental.n.01
working_dog.n.01	canine.n.02
red_wolf.n.01	red_wolf.n.01
bushbuck.n.01	mammal.n.01
river_otter.n.01	placental.n.01
serow.n.01	goat_antelope.n.01
common_opossum.n.01	mammal.n.01
madagascar_cat.n.01	lemur.n.01
jack.n.12	odd-toed_ungulate.n.01
big_brown_bat.n.01	placental.n.01
sussex_spaniel.n.01	mammal.n.01
pika.n.01	placental.n.01
eastern_cottontail.n.01	lagomorph.n.01
redbone.n.01	hound.n.01
cattalo.n.01	ungulate.n.01
fur_seal.n.02	aquatic_mammal.n.01
tabby.n.01	feline.n.01
howler_monkey.n.01	monkey.n.01
kiang.n.01	placental.n.01
kerry_blue_terrier.n.01	dog.n.01
airedale.n.01	canine.n.02
smooth-haired_fox_terrier.n.01	carnivore.n.01
lucy.n.01	primate.n.02
gazella_subgutturosa.n.01	mammal.n.01
appaloosa.n.01	odd-toed_ungulate.n.01
woolly_mammoth.n.01	mammoth.n.01
vole.n.01	vole.n.01
canada_lynx.n.01	feline.n.01
masked_shrew.n.01	mammal.n.01
aurochs.n.02	ruminant.n.01
odd-toed_ungulate.n.01	placental.n.01
giant_schnauzer.n.01	terrier.n.01
greater_kudu.n.01	greater_kudu.n.01
wild_boar.n.01	ungulate.n.01
bay.n.07	ungulate.n.01
pipistrelle.n.01	vespertilian_bat.n.01
duplicidentata.n.01	lagomorph.n.01
white-tailed_jackrabbit.n.01	lagomorph.n.01
ground_squirrel.n.02	placental.n.01
plow_horse.n.01	horse.n.01
manul.n.01	wildcat.n.03
rat_terrier.n.01	dog.n.01
addax.n.01	placental.n.01
war_admiral.n.01	odd-toed_ungulate.n.01
chesapeake_bay_retriever.n.01	sporting_dog.n.01
broadtail.n.02	sheep.n.01
pacific_bottlenose_dolphin.n.01	whale.n.02
razorback.n.01	swine.n.01
lioness.n.01	lioness.n.01
bobcat.n.01	lynx.n.02
common_eland.n.01	common_eland.n.01
false_saber-toothed_tiger.n.01	false_saber-toothed_tiger.n.01
agouti.n.01	rodent.n.01
hare_wallaby.n.01	hare_wallaby.n.01
hind.n.02	hind.n.02
irish_water_spaniel.n.01	irish_water_spaniel.n.01
toy_terrier.n.01	canine.n.02
thylacine.n.01	mammal.n.01
vizsla.n.01	mammal.n.01
tarpan.n.01	wild_horse.n.01
ungulate.n.01	mammal.n.01
mouser.n.01	domestic_cat.n.01
lesser_kudu.n.01	ruminant.n.01
bulldog.n.01	placental.n.01
durham.n.02	ruminant.n.01
angora.n.02	placental.n.01
cayuse.n.01	ungulate.n.01
greater_swiss_mountain_dog.n.01	placental.n.01
hognose_bat.n.01	bat.n.01
mule.n.01	ungulate.n.01
carabao.n.01	even-toed_ungulate.n.01
hartebeest.n.01	antelope.n.01
flying_fox.n.01	bat.n.01
silky_tamarin.n.01	placental.n.01
pole_horse.n.02	ungulate.n.01
armadillo.n.01	armadillo.n.01
ibizan_hound.n.01	placental.n.01
bettong.n.01	metatherian.n.01
chesapeake_bay_retriever.n.01	retriever.n.01
anoa.n.01	ruminant.n.01
manx.n.02	domestic_cat.n.01
ord_kangaroo_rat.n.01	pocket_rat.n.01
harness_horse.n.01	odd-toed_ungulate.n.01
bettong.n.01	marsupial.n.01
cave_myotis.n.01	carnivorous_bat.n.01
sinanthropus.n.01	hominid.n.01
musk_kangaroo.n.01	mammal.n.01
gelding.n.01	ungulate.n.01
two-year-old_horse.n.01	two-year-old_horse.n.01
fossa.n.03	fossa.n.03
lucy.n.01	australopithecine.n.01
grison.n.01	carnivore.n.01
chamois.n.02	mammal.n.01
lhasa.n.02	hunting_dog.n.01
italian_greyhound.n.01	hunting_dog.n.01
steed.n.01	mammal.n.01
caracal.n.01	lynx.n.02
sea_otter.n.01	sea_otter.n.01
anthropoid_ape.n.01	mammal.n.01
kangaroo_mouse.n.02	placental.n.01
titi.n.03	monkey.n.01
dachshund.n.01	hunting_dog.n.01
toy_terrier.n.01	toy_terrier.n.01
gemsbok.n.01	antelope.n.01
cavalry_horse.n.01	mammal.n.01
wood_rat.n.01	wood_rat.n.01
markhor.n.01	bovid.n.01
racehorse.n.01	horse.n.01
guereza.n.01	old_world_monkey.n.01
steed.n.01	ungulate.n.01
kid.n.05	ruminant.n.01
new_world_monkey.n.01	monkey.n.01
roe_deer.n.01	mammal.n.01
billy.n.02	placental.n.01
zebra.n.01	ungulate.n.01
rambouillet.n.01	even-toed_ungulate.n.01
dasyure.n.01	metatherian.n.01
mexican_pocket_mouse.n.01	mammal.n.01
rice_rat.n.01	mammal.n.01
sambar.n.01	placental.n.01
yearling.n.02	equine.n.01
mustang.n.01	equine.n.01
white_whale.n.01	placental.n.01
big_brown_bat.n.01	carnivorous_bat.n.01
collie.n.01	canine.n.02
argali.n.01	ungulate.n.01
serotine.n.01	mammal.n.01
bowhead.n.01	placental.n.01
stallion.n.01	stallion.n.01
cattle.n.01	even-toed_ungulate.n.01
ape.n.01	ape.n.01
english_setter.n.01	dog.n.01
bear.n.01	carnivore.n.01
panther.n.02	mammal.n.01
raccoon_dog.n.01	mammal.n.01
boston_bull.n.01	mammal.n.01
red_poll.n.01	ungulate.n.01
tree_shrew.n.01	mammal.n.01
new_world_monkey.n.01	new_world_monkey.n.01
giant_eland.n.01	antelope.n.01
genet.n.03	placental.n.01
bullterrier.n.01	terrier.n.01
musk_deer.n.01	even-toed_ungulate.n.01
woolly_monkey.n.01	woolly_monkey.n.01
giraffe.n.01	placental.n.01
dryopithecine.n.01	primate.n.02
canine.n.02	canine.n.02
fanaloka.n.01	carnivore.n.01
cardigan.n.02	mammal.n.01
water_vole.n.02	vole.n.01
red_deer.n.01	ungulate.n.01
bouvier_des_flandres.n.01	shepherd_dog.n.01
pacer.n.02	equine.n.01
old_world_beaver.n.01	placental.n.01
white-tailed_jackrabbit.n.01	hare.n.01
doberman.n.01	canine.n.02
bullock.n.02	ungulate.n.01
english_springer.n.01	carnivore.n.01
harp_seal.n.01	seal.n.09
kangaroo_mouse.n.02	rat.n.01
sennenhunde.n.01	carnivore.n.01
heifer.n.01	bovid.n.01
cougar.n.01	mammal.n.01
eastern_lowland_gorilla.n.01	gorilla.n.01
marco_polo_sheep.n.01	bovid.n.01
red_deer.n.01	mammal.n.01
guide_dog.n.01	placental.n.01
bronco.n.01	odd-toed_ungulate.n.01
hyena.n.01	canine.n.02
saddle_horse.n.01	equine.n.01
beef.n.01	ruminant.n.01
grivet.n.01	old_world_monkey.n.01
lucy.n.01	lucy.n.01
potoroo.n.01	potoroo.n.01
pony.n.05	ungulate.n.01
vizsla.n.01	carnivore.n.01
jackal.n.01	carnivore.n.01
feist.n.01	placental.n.01
marmot.n.01	placental.n.01
smooth-haired_fox_terrier.n.01	smooth-haired_fox_terrier.n.01
dryopithecine.n.01	dryopithecine.n.01
cob.n.02	horse.n.01
bottlenose_dolphin.n.01	whale.n.02
cattalo.n.01	mammal.n.01
eastern_woodrat.n.01	rodent.n.01
grey.n.07	horse.n.01
collie.n.01	dog.n.01
dalmatian.n.02	dog.n.01
pricket.n.02	ungulate.n.01
beaver_rat.n.01	mammal.n.01
shepherd_dog.n.01	carnivore.n.01
virginia_deer.n.01	mammal.n.01
beef.n.01	bovine.n.01
hampshire.n.02	hampshire.n.02
pacific_walrus.n.01	pacific_walrus.n.01
longwool.n.01	longwool.n.01
hyrax.n.01	hyrax.n.01
serotine.n.01	serotine.n.01
liver_chestnut.n.01	placental.n.01
leopard.n.02	carnivore.n.01
asiatic_black_bear.n.01	bear.n.01
european_hare.n.01	european_hare.n.01
jungle_cat.n.01	mammal.n.01
common_zebra.n.01	odd-toed_ungulate.n.01
harbor_seal.n.01	placental.n.01
bongo.n.02	ruminant.n.01
coydog.n.01	placental.n.01
protohippus.n.01	odd-toed_ungulate.n.01
bandicoot_rat.n.01	placental.n.01
gazella_subgutturosa.n.01	gazelle.n.01
ice_bear.n.01	mammal.n.01
water_spaniel.n.01	canine.n.02
mammal.n.01	mammal.n.01
pariah_dog.n.01	carnivore.n.01
wild_horse.n.01	wild_horse.n.01
eared_seal.n.01	placental.n.01
white-lipped_peccary.n.01	mammal.n.01
dun.n.01	dun.n.01
pacific_bottlenose_dolphin.n.01	dolphin.n.02
desmodus_rotundus.n.01	placental.n.01
harpy.n.03	harpy.n.03
lynx.n.02	feline.n.01
pinche.n.01	tamarin.n.01
quagga.n.01	mammal.n.01
brown_swiss.n.01	ruminant.n.01
mountain_nyala.n.01	bovid.n.01
water_buffalo.n.01	bovid.n.01
neandertal_man.n.01	primate.n.02
australopithecus_robustus.n.01	primate.n.02
hairy-legged_vampire_bat.n.01	bat.n.01
bouvier_des_flandres.n.01	working_dog.n.01
lesser_rorqual.n.01	aquatic_mammal.n.01
pariah_dog.n.01	dog.n.01
black-tailed_deer.n.01	black-tailed_deer.n.01
porker.n.01	ungulate.n.01
bottlenose_dolphin.n.01	mammal.n.01
mudder.n.01	equine.n.01
toy_manchester.n.01	manchester_terrier.n.01
monotreme.n.01	monotreme.n.01
insectivore.n.01	insectivore.n.01
tibetan_terrier.n.01	canine.n.02
orangutan.n.01	primate.n.02
musk_ox.n.01	ruminant.n.01
setter.n.02	setter.n.02
ram.n.05	bovid.n.01
forest_goat.n.01	ungulate.n.01
heifer.n.01	cow.n.01
bronco.n.01	ungulate.n.01
hamster.n.01	mammal.n.01
toothed_whale.n.01	toothed_whale.n.01
domestic_llama.n.01	mammal.n.01
wolverine.n.03	wolverine.n.03
wild_dog.n.01	placental.n.01
arctic_fox.n.01	fox.n.01
mole_rat.n.02	mammal.n.01
attack_dog.n.01	canine.n.02
smooth-haired_fox_terrier.n.01	placental.n.01
dusky-footed_wood_rat.n.01	dusky-footed_wood_rat.n.01
horseshoe_bat.n.01	mammal.n.01
pine_vole.n.01	placental.n.01
przewalski's_horse.n.01	przewalski's_horse.n.01
australian_terrier.n.01	mammal.n.01
citation.n.06	placental.n.01
tigress.n.01	mammal.n.01
welsh.n.03	welsh.n.03
american_water_shrew.n.01	mammal.n.01
brocket.n.02	even-toed_ungulate.n.01
old_world_monkey.n.01	old_world_monkey.n.01
baronduki.n.01	mammal.n.01
homo_erectus.n.01	hominid.n.01
canada_porcupine.n.01	placental.n.01
malamute.n.01	placental.n.01
staffordshire_bullterrier.n.01	bullterrier.n.01
pointer.n.04	dog.n.01
european_wood_mouse.n.01	field_mouse.n.02
greater_kudu.n.01	ungulate.n.01
ewe.n.03	ruminant.n.01
hampshire.n.02	ruminant.n.01
stepper.n.03	placental.n.01
spotted_skunk.n.01	skunk.n.04
red-backed_mouse.n.01	vole.n.01
kit_fox.n.02	canine.n.02
crab-eating_macaque.n.01	macaque.n.01
leporid.n.01	lagomorph.n.01
phenacomys.n.01	wood_rat.n.01
hog.n.03	placental.n.01
razorback.n.01	razorback.n.01
stoat.n.01	carnivore.n.01
lesser_kudu.n.01	ungulate.n.01
bezoar_goat.n.01	bezoar_goat.n.01
sennenhunde.n.01	sennenhunde.n.01
thoroughbred.n.02	racehorse.n.01
curly-coated_retriever.n.01	curly-coated_retriever.n.01
gazella_subgutturosa.n.01	gazella_subgutturosa.n.01
spotted_lynx.n.01	cat.n.01
tapir.n.01	tapir.n.01
dusky-footed_woodrat.n.01	rodent.n.01
saddle_horse.n.01	mammal.n.01
shrew_mole.n.01	mole.n.06
friesian.n.01	ruminant.n.01
siamang.n.01	primate.n.02
nyala.n.02	placental.n.01
post_horse.n.01	ungulate.n.01
brittany_spaniel.n.01	sporting_dog.n.01
gallant_fox.n.01	ungulate.n.01
world.n.08	primate.n.02
manx.n.02	cat.n.01
viscacha.n.01	mammal.n.01
australopithecus_afarensis.n.01	primate.n.02
housedog.n.01	watchdog.n.02
european_wood_mouse.n.01	mammal.n.01
bull.n.01	mammal.n.01
canada_lynx.n.01	lynx.n.02
gomphothere.n.01	proboscidean.n.01
pony.n.02	placental.n.01
dhole.n.01	mammal.n.01
welsh_springer_spaniel.n.01	hunting_dog.n.01
cuscus.n.01	mammal.n.01
golden_retriever.n.01	canine.n.02
grey_whale.n.01	placental.n.01
western_pipistrel.n.01	carnivorous_bat.n.01
jackrabbit.n.01	jackrabbit.n.01
cotton_rat.n.01	cotton_rat.n.01
bushbuck.n.01	ungulate.n.01
police_dog.n.01	carnivore.n.01
shrew.n.02	placental.n.01
gazelle.n.01	ruminant.n.01
dinoceras.n.01	ungulate.n.01
saint_bernard.n.01	carnivore.n.01
hairy-legged_vampire_bat.n.01	placental.n.01
goat.n.01	goat.n.01
guenon.n.01	mammal.n.01
affenpinscher.n.01	affenpinscher.n.01
tenrec.n.01	mammal.n.01
kid.n.05	kid.n.05
guadalupe_fur_seal.n.01	seal.n.09
impala.n.01	antelope.n.01
hairy-legged_vampire_bat.n.01	vampire_bat.n.01
guanaco.n.01	placental.n.01
rat_kangaroo.n.01	kangaroo.n.01
old_world_porcupine.n.01	porcupine.n.01
stoat.n.01	stoat.n.01
ferret_badger.n.01	carnivore.n.01
australopithecus_africanus.n.01	primate.n.02
pony.n.01	mammal.n.01
echidna.n.01	mammal.n.01
assault.n.03	equine.n.01
opossum.n.02	metatherian.n.01
tibetan_mastiff.n.01	working_dog.n.01
jaguar.n.01	big_cat.n.01
yearling.n.02	mammal.n.01
jird.n.01	gerbil.n.01
kinkajou.n.01	procyonid.n.01
rottweiler.n.01	rottweiler.n.01
caribou.n.01	mammal.n.01
rorqual.n.01	rorqual.n.01
springer.n.02	springer.n.02
toy_dog.n.01	toy_dog.n.01
bighorn.n.02	mountain_sheep.n.01
goral.n.01	bovid.n.01
western_lowland_gorilla.n.01	gorilla.n.01
mountain_goat.n.01	ruminant.n.01
cro-magnon.n.01	homo_sapiens.n.01
river_dolphin.n.01	mammal.n.01
pinto.n.01	equine.n.01
caracal.n.01	caracal.n.01
wapiti.n.01	wapiti.n.01
mole_rat.n.01	mammal.n.01
silky_pocket_mouse.n.01	pocket_rat.n.01
two-toed_sloth.n.01	edentate.n.01
ayrshire.n.01	bovine.n.01
onager.n.02	odd-toed_ungulate.n.01
zinjanthropus.n.01	hominid.n.01
bloodhound.n.01	placental.n.01
eastern_chipmunk.n.01	squirrel.n.01
courser.n.03	mammal.n.01
least_shrew.n.01	shrew.n.02
american_marten.n.01	placental.n.01
doe.n.02	placental.n.01
canada_lynx.n.01	placental.n.01
dwarf_sperm_whale.n.01	cetacean.n.01
eastern_dasyure.n.01	mammal.n.01
silky_pocket_mouse.n.01	placental.n.01
napu.n.01	chevrotain.n.01
ratel.n.01	ratel.n.01
marmot.n.01	marmot.n.01
hereford.n.01	ruminant.n.01
labrador_retriever.n.01	dog.n.01
australian_terrier.n.01	australian_terrier.n.01
slender_loris.n.01	placental.n.01
red_fox.n.02	carnivore.n.01
steed.n.01	equine.n.01
musk_deer.n.01	placental.n.01
whale.n.02	mammal.n.01
mustang.n.01	mustang.n.01
wire-haired_fox_terrier.n.01	wire-haired_fox_terrier.n.01
roan.n.02	mammal.n.01
coach_horse.n.01	odd-toed_ungulate.n.01
panther.n.02	placental.n.01
dandie_dinmont.n.01	dog.n.01
yellow-throated_marten.n.01	carnivore.n.01
male_horse.n.01	odd-toed_ungulate.n.01
eurasian_hamster.n.01	hamster.n.01
crabeater_seal.n.01	mammal.n.01
wisent.n.01	ruminant.n.01
spotted_lynx.n.01	mammal.n.01
american_badger.n.01	mammal.n.01
bushbuck.n.01	harnessed_antelope.n.01
antelope_squirrel.n.01	ground_squirrel.n.02
american_saddle_horse.n.01	mammal.n.01
lesser_ape.n.01	primate.n.02
plains_pocket_gopher.n.01	rat.n.01
brahman.n.04	even-toed_ungulate.n.01
chevrotain.n.01	placental.n.01
cotswold.n.01	domestic_sheep.n.01
tenrec.n.01	insectivore.n.01
maltese.n.03	cat.n.01
cow.n.01	bovid.n.01
yearling.n.02	yearling.n.02
vaquita.n.01	vaquita.n.01
guernsey.n.02	placental.n.01
chiacoan_peccary.n.01	ungulate.n.01
american_harvest_mouse.n.01	placental.n.01
rhodesian_ridgeback.n.01	mammal.n.01
briard.n.01	canine.n.02
mountain_beaver.n.01	rodent.n.01
belgian_hare.n.01	belgian_hare.n.01
pony.n.05	odd-toed_ungulate.n.01
hudson_bay_collared_lemming.n.01	mammal.n.01
lincoln.n.03	even-toed_ungulate.n.01
sealyham_terrier.n.01	hunting_dog.n.01
clydesdale_terrier.n.01	clydesdale_terrier.n.01
even-toed_ungulate.n.01	ungulate.n.01
mule_deer.n.01	mule_deer.n.01
przewalski's_horse.n.01	horse.n.01
ayrshire.n.01	cattle.n.01
malamute.n.01	working_dog.n.01
chiacoan_peccary.n.01	peccary.n.01
palm_cat.n.01	palm_cat.n.01
weasel.n.02	carnivore.n.01
valley_pocket_gopher.n.01	placental.n.01
american_saddle_horse.n.01	horse.n.01
english_foxhound.n.01	canine.n.02
nude_mouse.n.01	placental.n.01
asiatic_black_bear.n.01	asiatic_black_bear.n.01
otter_shrew.n.01	placental.n.01
roebuck.n.01	roe_deer.n.01
africander.n.01	placental.n.01
exmoor.n.02	horse.n.01
polecat.n.02	polecat.n.02
arabian_camel.n.01	even-toed_ungulate.n.01
